"drugid"	"smiles"
"DB03992"	"N[C@@H](CNC(=O)C1=CC=CC=C1)C(O)=O"
"DB03993"	"CC(C)CCC(O)=O"
"DB03994"	"NCCO"
"DB03995"	"OC[C@H]1O[C@H]2O[C@@H]3[C@H](CO)O[C@H](O[C@@H]4[C@H](CO)O[C@@H](O[C@@H]5[C@H](CO)O[C@@H](O[C@@H]6[C@H](CO)O[C@@H](O[C@@H]7[C@H](CO)O[C@@H](O[C@@H]8[C@H](CO)O[C@@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O"
"DB03996"	"[H][C@]1(CC(=NN1C(C)=O)C1=C(Cl)C=CC=C1)C1=CC=CC(O)=C1"
"DB03997"	"N[C@@H](COP(O)(O)=O)Cc1cncn1"
"DB03998"	"NCC1=NC(=C/C2=CC=C(O)C=C2)C(=O)N1CC=O"
"DB03999"	"CCCCP(O)(O)=O"
"DB04000"	"N[C@@H](CN1C=C(Br)C(=O)NC1=O)C(O)=O"
"DB04001"	"OC(=O)C(=O)NC1=CC2=C(C=CN2)C=C1C(O)=O"
"DB04002"	"NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCCCCNCS"
"DB04003"	"C[C@H](NC(=O)[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)P(O)(O)=O)NC(C)=O)C1=CC=C(OCC2CCCCC2)C(=C1)C(N)=O"
"DB04004"	"CN(C)CCSCC1=C2N=C(N)NC(=O)C2=CC(N)=C1"
"DB04005"	"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O"
"DB04006"	"NC1=C(N2C=C(C=CC2=N1)C(=O)C1=C(F)C=CC=C1F)C(=O)C1=CC=CC=C1"
"DB04007"	"CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC=C(Br)C=C1"
"DB04008"	"NC(=N)C1=CC2=C(C=C1)N([Zn])C(Cc1nc3ccc(cc3n1)C(N)=N)=N2"
"DB04009"	"COC(=O)CCC1=C(C)C2=CC3=C(C=C)C(C)=C4C=C5N6C(=CC7=C(C)C(CCC(=O)OC)=C8C=C1N2[Fe@@]6(N78)N34)C(C)=C5C=C"
"DB04010"	"COC1=CC=CC(=C1)C1=NC2=C(N1)C=CC=C2C(N)=O"
"DB04011"	"CN(C)C1=CC=C(C=C1)C1=NC2=C(N1)C=CC(=C2)C1=NC2=C(N1)C=C(C=C2)N1CCN(C)CC1"
"DB04012"	"[H][C@@](CC(C)C)(NC(=O)[C@]1([H])CSCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O"
"DB04013"	"COC(=O)N[C@]1(O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(N)=O"
"DB04014"	"[O-][N+](=O)C1=CC2=C(NC3=C2CC(=O)NC2=C3C=CC=C2)C=C1"
"DB04015"	"CSCC[C@H](N)P(O)=O"
"DB04016"	"CN(C1CCN(CC1)C(=O)C1=CC2=CC=CC=C2C=C1)C(=O)C1=CC2=CC=CC=C2C=C1C(=O)[C@@H](C1=CC=CC2=CC=CC=C12)P(O)(O)=O"
"DB04017"	"CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C"
"DB04018"	"CC(C)SC(N)=N"
"DB04020"	"OC1=CC=C(CCNC2=NC(SCCCC3=CC=C(Cl)C=C3)=NC(=N2)N2CCNCC2)C=C1"
"DB04021"	"[H][C@]1(C)CN(CCCCCCCCNC=O)C[C@@]([H])(C)O1"
"DB04022"	"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O[P@](O)(=O)OP(O)(O)=O)[C@H]2O)C(=O)N1"
"DB04023"	"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)O[C@H]3O[C@H]([C@H](O)[C@@H](O)[C@@H]3O)C(O)=O)[C@H](O)[C@H]2O)C(=O)N1"
"DB04024"	"N[C@H](CO)C(=O)N[C@H]1[C@H](CO)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2N"
"DB04026"	"CN1[C@H]2CC[C@@H]1C[C@H](O)C2"
"DB04027"	"N[C@@H](CCCNC(N)=[NH2+])C(O)=O"
"DB04028"	"C[C@@H]1O[C@H](O)[C@@H](O)C[C@H]1O"
"DB04029"	"[H][C@](N)(CC1=CC=CC=C1)C(N)=O"
"DB04030"	"OC1=CC=C(CN2C3=C(CCN(C3)C(=O)C3=CC=C(O)C=C3)C3=CC=CC=C23)C=C1"
"DB04031"	"N[C@@H](CO[V](O)([O-])([O-])[O-])C(O)=O"
"DB04032"	"CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCNC(=O)C12CC3CC(CC(C3)C1)C2"
"DB04033"	"[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(O)=O"
"DB04034"	"OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O"
"DB04035"	"CC(C)(ON=C(/C(=O)NCB(O)O)C1=CSC(N)=N1)C(O)=O"
"DB04036"	"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSS"
"DB04037"	"ClC1=CC=C(CN(CC2=CC=C(Cl)C=C2)C2=NNN=N2)C=C1"
"DB04038"	"CC(C)[C@H](C)C=C[C@@H](C)[C@@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]12C"
"DB04039"	"CCCCCCCCCCCCC(=O)CC(O)=O"
"DB04040"	"OC[C@@H]1O[C@H](OC2=CC(=CC(=C2)[N+]([O-])=O)C(=O)NC(CN2CCOCC2)CN2CCOCC2)[C@@H](O)[C@H](O)[C@H]1O"
"DB04041"	"N[C@H](COC(=O)[C@@H](NC(=O)CC1=CC=CS1)[C@H]1NC(C([O-])=O)=C(CS1)C=CC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C([O-])=O"
"DB04042"	"CO[C@H](O)C1=CC=C(CN2[C@H](COC3=CC=CC=C3)[C@@H](O)[C@H](O)[C@H](COC3=CC=CC=C3)N(CC3=CC=C(CO)C=C3)S2(=O)=O)C=C1"
"DB04043"	"OC(=O)CCCCCCC=C/[C@@H]1O[Fe@]23ON1CCCC[C@@H](NC(=O)[C@@H]1CO[C@H](N1)C1=CC=CC=C1O2)C(=O)OCCC(=O)N[C@@H]1CCCCN(O3)C1=O"
"DB04044"	"OC(=O)C1=C(C=C(OC2=C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)C=CC=C2)C=C1)C(O)=O"
"DB04045"	"C[C@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N"
"DB04046"	"CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O"
"DB04047"	"NC1=NC2=NC=C(CO[P@](O)(=O)OP(O)(O)=O)N=C2C(=O)N1"
"DB04048"	"C[C@@H](NC(N)=O)C(O)=O"
"DB04049"	"OC1=CC=C(CC(=O)NC2=NC=C(N=C2CC2=CC=CC=C2)C2=CC=C(O)C=C2)C=C1"
"DB04050"	"CCC[N+]#[C-]"
"DB04051"	"OC(=O)CCCCC1=CC=CC=C1"
"DB04052"	"CC1=CC=C(O)C=C1C"
"DB04053"	"[O-]P=O"
"DB04054"	"CCCCN1C(CC2=C(OC)C=CC(OC)=C2)=NC2=C(N)N=C(F)N=C12"
"DB04055"	"CC[N+]1=C(C)C(C(=O)OC(C)C)=C(C2=CC=CC=C2Cl)C(C(O)=O)=C1C(O)=O"
"DB04056"	"NC1=CC=CC=C1C(O)=O"
"DB04057"	"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C=NC(C(N)=O)=C1C=CC(=O)N(CC1=CC=C2N=C(N)NC(=O)C2=N1)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O"
"DB04058"	"[H][C@@](CC1=CC=CC=C1)(NC(N)=O)C(O)=O"
"DB04059"	"NC(=N)C1=CC2=C(C=CC=C2NC2=NC=CC=N2)C=C1"
"DB04060"	"CC1=CC(=CNC1=O)[C@H]1C[C@@H](O)[C@H](COP(O)(O)=O)O1"
"DB04061"	"N[C@@H](C1CC2=CC=CC=C2C1)C(O)=O"
"DB04062"	"C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O"
"DB04063"	"CC(C)C[C@](C)(N)C(O)=O"
"DB04064"	"COC(=O)C1=C(C)CC(=O)C2=C(O)C3=C(C=C12)C(=O)C1=CC=CC(O)=C1C3=O"
"DB04065"	"O=CN(C1CCC1)C1CCCC1"
"DB04066"	"OC(=O)C=CC1=CC=C(O)C=C1"
"DB04067"	"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSCC1=CC=C(O)C=C1"
"DB04068"	"OP(O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@@H](C[C@@H]1F)N1C=CC(=O)NC1=O"
"DB04069"	"NC1=NN=C2C(CCC3=CC=CC=C23)=C1"
"DB04070"	"[H][C@@]1(C)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)O[C@]([H])(CC)[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C1=O"
"DB04071"	"NC(=O)C1=CC=CC(=[NH+]1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O"
"DB04072"	"C[C@](O)([C@@H](CC(O)=O)C(O)=O)C(O)=O"
"DB04073"	"NCCCN1CCN(CCCNC(=O)C2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(=C2)[N+]([O-])=O)CC1"
"DB04074"	"CC(C)C(=O)C(O)=O"
"DB04075"	"CC(=O)N[C@@H](CCC(O)=O)C(O)=O"
"DB04076"	"O=C1NC=Nc2ncnc12"
"DB04077"	"OCC(O)CO"
"DB04079"	"CCCC[C@H](O)[C@@H](O)CO"
"DB04080"	"OC(=O)C(C(O)=O)C1=CC=CC=C1"
"DB04081"	"CN[C@@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O"
"DB04082"	"CCCCCCCCCCOCO"
"DB04083"	"CC1=NC=C(COP(O)(O)=O)C(CNCCCC[C@@H](N)C(O)=O)=C1O"
"DB04084"	"OC[C@H]1O[C@@H](O)[C@H](F)[C@@H](O)[C@@H]1O"
"DB04085"	"O=C1C=CC(=O)N1COCN1C(=O)C=CC1=O"
"DB04086"	"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](F)[C@H](OC3=CC=C(C=C3[N+]([O-])=O)[N+]([O-])=O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O"
"DB04087"	"OCC[C@@H](O)[C@H](O)COP(O)(O)=O"
"DB04088"	"COC(=O)C1=C(O)C=CC=C1OCCCCNC(=O)[C@@H](CC1=CC=C(C=C1)N(C(=O)C(O)=O)C1=CC=CC=C1C(O)=O)NC(=O)OCC=C"
"DB04089"	"[H][C@]1(O)CN(CC2=CC=CS2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O"
"DB04090"	"CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O"
"DB04091"	"CO[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]1O"
"DB04092"	"C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(N)=O"
"DB04093"	"CCCCCCCCCCC=O"
"DB04094"	"CC(=O)CCO"
"DB04095"	"O=C1NC=Nc2ccnc12"
"DB04096"	"OC[C@@H]1N[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O"
"DB04097"	"OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1F"
"DB04098"	"OC(=O)C1=CC=CC(O)=C1C(=O)C1=C(O)C=C(C=C1O)C(=O)O[C@@H]1CCCNC[C@@H]1NC(=O)C1=CC=C(O)C=C1"
"DB04099"	"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)[N+]2=CC=CC(=C2)C(O)=O)[C@H](O)[C@H]1O"
"DB04100"	"[O]#C[Re+]1(C#[O])(C#[O])[N]2=CC=CC3=C2C2=C(C=CC=[N]12)C=C3"
"DB04101"	"CC1=NC(C)=C(S1)C1=CC=NC(NC=N/O)=N1"
"DB04102"	"N[C@@H]1[C@@H](O)[C@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2N"
"DB04103"	"C[N+]1=C(N)C=CNC1=O"
"DB04104"	"CN1C=NC(N)=C2N=CN=C12"
"DB04105"	"CCCCCCCNC=O"
"DB04106"	"CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O"
"DB04107"	"CCOC(=O)CON=C(C1=CC=CC=N1)C1(CC1)C1=CC=C2N(C)C(CNC3=CC=C(C=C3)C(N)=N)=NC2=C1"
"DB04108"	"[H][C@](N)(CCSCC)[C@]([H])(O)C(=O)N[C@@]([H])(C)C1=C2C=CC=CC2=CC=C1"
"DB04109"	"NC(=[NH2+])C1=CC=C(COB2OCCO2)C=C1"
"DB04110"	"CC1=CC=C(O)C(=C1)[N+]([O-])=O"
"DB04111"	"CN[C@H](CC(C)C)C(=O)N[C@H]1[C@@H](O)C2=CC(Cl)=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=CC(=C3)[C@@H](NC(=O)[C@@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@@H](O[C@@H]1C[C@@](C)(N)C(=O)[C@H](C)O1)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C=C2"
"DB04112"	"CCCCCCCCCCCCCCCCCCOC[C@@H](CO[P@](O)(=O)OCCSC)NC(C)=O"
"DB04113"	"O=CN1CCCCC1"
"DB04114"	"[H][C@]12CC3=C(C(N)=C4C=CC(Cl)=CC4=N3)[C@]([H])(CC(CC)=C1)C2"
"DB04115"	"COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC"
"DB04116"	"OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O"
"DB04117"	"O[C@@H](C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(=O)NCCC(=O)NCCSC(=O)C=CC1=CC=C(N(C)C)C=C1"
"DB04118"	"OO[C@@]1(CC2=CC=C3C=CC=CC3=C2)N=C2[C@H](CC3=CC=CC=C3)NC(=CN2C1=O)C1=CC=C(O)C=C1"
"DB04119"	"[Ta]1234567[Br][Ta]1189%10%11[Br][Ta]2112%12%13%14([Ta]33([Br]4)([Br]1)[Ta]821([Br][Ta]5931([Br]%12)([Br]6)[Br]%10)([Br]%13)([Br]%14)[Br]%11)[Br]7"
"DB04120"	"CC1=CC=C(O)C(O)=C1"
"DB04121"	"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]2O)C(=O)N1"
"DB04122"	"O[C@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O"
"DB04123"	"[H][P@](O)(=O)CNC(=O)CC1=CC=C(I)C=C1"
"DB04124"	"CC[C@H](C(=O)NCC=CC=C(/C)[C@@H](OC)[C@H](C)[C@@H]1O[C@@H](C=CC=CC=C(/C)C(=O)C2=C(O)C=CN(C)C2=O)[C@H](O)[C@H]1O)[C@]1(O)O[C@@H](C=CC=CC)C(C)(C)[C@@H](O)[C@H]1O"
"DB04125"	"CC(=O)N1CCN(CC1)C(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)NS(=O)(=O)C1=CC=C2C=CC=CC2=C1"
"DB04126"	"[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CC(C)C)C(=O)NCCC(C)C"
"DB04127"	"O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O"
"DB04128"	"OC[C@@H](O)[C@H](O)[C@@H](O)CNC1=C(N=O)C(=O)NC(=O)N1"
"DB04129"	"N[C@@H](CN1C=CC(=O)NC1=O)C(O)=O"
"DB04130"	"COc1ccc2ncnc2c1"
"DB04131"	"CC[C@@]1(O)C[C@H](O[C@@H]2C[C@@H]([C@@H](O)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2C1)C(=O)C1=CC=CC(O)=C1C3=O"
"DB04132"	"CCCCCCSC[C@@H](NC(=O)CC[C@H]([NH3+])C(O)=O)C(=O)NCC(O)=O"
"DB04133"	"[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@]1([H])NC(C(O)=O)=C(C)CS1"
"DB04135"	"O[C@H]1NC(=O)NC=C1F"
"DB04136"	"CCCCCCCCCCCCCC[C@H](O)OC[C@H](O)CO[P@@](O)(=O)OC[C@H](N)C(O)=O"
"DB04137"	"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1"
"DB04138"	"O[N](=O)C1=CC(=C(C=C1N(CCBr)CCBr)C(=O)NCC(=O)C=O)[N](O)=O"
"DB04139"	"CC1=C(CCCO)NC(=O)NC1=O"
"DB04140"	"[H][C@@]1(CC(=O)N(CC2=CC=CC=C2)CN1S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO"
"DB04141"	"[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCC)[C@]1([H])O"
"DB04142"	"CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)N(C)C"
"DB04143"	"[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2"
"DB04144"	"COC1=CC=C(C2=N[C@@H]([C@H](N2C(=O)N2CCNCC2)C2=CC=C(Cl)C=C2)C2=CC=C(Cl)C=C2)C(OC(C)C)=C1"
"DB04145"	"OCC1=CC=CN=C1"
"DB04146"	"OO[C@@]1(CC2=CC=C(I)C=C2)N=C2[C@H](CC3=CC=CC=C3)NC(=CN2C1=O)C1=CC=C(O)C=C1"
"DB04147"	"CCCCCCCCCCCC[N+](C)(C)[O-]"
"DB04149"	"COC1=CC=C(C=C1OC1CCCC1)[C@@H]1CNC(=O)C1"
"DB04150"	"C[C@@H](O)[C@@H](NC(=O)[C@@H](CC1=CC(I)=C(O)C(I)=C1)NC(C)=O)C(O)=O"
"DB04151"	"CN1C=NC(C[C@H](N)C(O)=O)=C1"
"DB04152"	"N[C@@H](CC1=CCCCC2=C1C(=O)NO2)C(O)=O"
"DB04153"	"N[C@@H](CCC(=O)N[C@H](CSCO)C(=O)NCC(O)=O)C(O)=O"
"DB04154"	"CN(C(C)=O)C1=CC=CC(=C1)C1=NN=C2C=CC(=NN12)C1=CC=CC=C1"
"DB04155"	"OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@H](F)[C@@H](O)[C@@H]1O"
"DB04156"	"N[C@@H](C[C@H](O)O[Be](F)(F)F)C(O)=O"
"DB04157"	"NOC(=O)NC1=CC=CC=C1"
"DB04158"	"NC1=NC2=C(N=C(CO[P@](O)(=O)O[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](O)[C@H]3O)N3C=NC4=C3N=CN=C4N)CN2)C(=O)N1"
"DB04159"	"N[C@@H]([C@@H](O)c1cnc2ccccc12)C(O)=O"
"DB04160"	"[O-]P([O-])(=O)OP([O-])([O-])=O"
"DB04161"	"CCC(N)=O"
"DB04162"	"OC[C@@H](O)[C@H](O)[C@@H](O)CNC1=C(C(=O)NC(=O)N1)[N+]([O-])=O"
"DB04163"	"NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2"
"DB04164"	"C[C@H]1OC[C@H](O)[C@@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O"
"DB04165"	"CCCC(CCC)C(N)=O"
"DB04166"	"NC1=CC=CC=C1C(O)=O"
"DB04167"	"CC(=O)N[C@@H](CCC(N)=O)C(O)=O"
"DB04168"	"NC1=NC(=C(Br)C(O)=N1)C1=CC=CC=C1"
"DB04169"	"NC1=CC(N)=C2C(=O)NNC(=O)C2=C1"
"DB04170"	"C[C@](O)(CBr)CCO[P@](O)(=O)OP(O)(O)=O"
"DB04171"	"CC[C@@](C)(N)C(O)=O"
"DB04172"	"CC(C)C1=CC(C(C)C)=C(C(=C1)C(C)C)S(=O)(=O)N[C@H](CC1=CC=CC(=C1)C(N)=N)C(=O)N1CCN(CC1)C(=O)CCN"
"DB04173"	"OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O"
"DB04174"	"CC(=O)N[C@H]1[C@H](O[P@](O)(=O)O[P@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)O[C@H](CO)[C@H](O)[C@@H]1O[C@@](C)(OP(O)(O)=O)C(O)=O"
"DB04175"	"OC(=O)CCC1=C(NC2=C1C(Cl)=CC(Cl)=C2)C(O)=O"
"DB04176"	"COC1=CC=C2N(C=NC2=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O"
"DB04177"	"C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@]34C)[C@]1(O)CC[C@@H]2C1=CC(=O)OC1"
"DB04178"	"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@@](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC"
"DB04179"	"O1C=CC2=C1C=CC=C2"
"DB04180"	"NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1"
"DB04181"	"CON=C(C(=O)N[C@H](C=O)[C@H]1NC(C(O)=O)=C(CC(=O)OC)CS1)C1=CSC(N)=N1"
"DB04182"	"N[C@@H](CCSC[C@H](O)[C@H](O)C(=O)CO)C(O)=O"
"DB04183"	"CC(C(O)=O)C(O)=O"
"DB04185"	"CCC[C@H](N)C(O)=O"
"DB04186"	"[H][C@]12CCCN1C(=O)C1=C2C(NC(=O)NC2=CC=CC=N2)=CC=C1"
"DB04187"	"N[C@@H](CCC(=O)N[C@H](CS[C@H]1[C@H](O)C2=CC=CC=C2C2=CC=CC=C12)C(=O)NCC(O)=O)C(O)=O"
"DB04188"	"C=C=CCNCCCCNCC=C=C"
"DB04189"	"NC(=N)NCCC[C@@H](NCCC(O)=O)C(O)=O"
"DB04190"	"O[C@@H](C[C@H](OCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12)[C@@H](OCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12"
"DB04191"	"COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C"
"DB04193"	"N[C@@H](CCO)C(O)=O"
"DB04194"	"CC(=O)N[C@@H]1[C@@H](O)O[C@@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3NC(C)=O)[C@@H](O)[C@@H]2NC(C)=O)[C@H]1O"
"DB04195"	"C[C@]1(OP(O)(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"
"DB04196"	"NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)C=N2)C(O)=N1"
"DB04197"	"NC(NO)=N/CCC[NH3+]"
"DB04198"	"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)c1nnc2c1N=CNC2=O"
"DB04199"	"[H][C@](O)(COC(=O)CCCCC)COP(O)(O)=O"
"DB04200"	"[H][C@]1(CC2=CC=C(O)C(OC)=C2)COC(=O)[C@]1([H])CC1=CC=C(O)C(OC)=C1"
"DB04201"	"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@]([O-])(=O)OC(=O)[C@H]([NH3+])Cc2cncn2)[C@H](O)[C@H]1O"
"DB04202"	"COC1=CC=C2C(=O)C(=COC2=C1)C1=CC=C(O)C=C1"
"DB04203"	"NC1=CC=C(C=C1[Hg])S(N)(=O)=O"
"DB04204"	"OP(O)(=O)C(F)(F)C1=CC=C(CCCCC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)C=C1"
"DB04205"	"CC1=CN([C@H]2C[C@@H](OP(O)(O)=O)[C@H](COP(O)(O)=O)O2)C(=O)NC1=O"
"DB04206"	"N[C@@H](Cc1cnc2ncccc12)C(O)=O"
"DB04207"	"N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O"
"DB04208"	"COC1=C(OC)C=C(CCC(O)=O)C=C1"
"DB04209"	"CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2"
"DB04210"	"CCCN1CCN(CCCNC(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1"
"DB04211"	"CC(=O)N[C@H]1[C@H](O)[C@@H](F)[C@@H](O[C@H]1[C@H](O)[C@@H](O)CO)C(O)=O"
"DB04212"	"CC(=[NH2+])C([O-])=O"
"DB04213"	"O=C(NCCCC1=CC=CC=C1)NC1CCCCC1"
"DB04214"	"OP(O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O"
"DB04215"	"CC1=CC(Br)=C([O-])C(=C1)C1=CC2=CC(=CC=C2N1)C(N)=[NH2+]"
"DB04216"	"OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1"
"DB04217"	"N[C@@H](C#C)C(O)=O"
"DB04218"	"NC1=CC=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O"
"DB04219"	"O[V](O)O[V](O)(O)O[V](O)O"
